cluster_id,cluster_size,n_records,n_pro,n_con,first_seen,last_seen,time_span_minutes,support_n,evidence_tier,primary_explanation,secondary_explanation,score,is_low_power,caveat_flags,evidence_kinds,score_primary_driver,score_detector_breakdown,score_signal_breakdown
cluster_0009,7,20,1,19,2026-02-18T17:11:00-08:00,2026-02-23T11:21:00-08:00,6850.0,20,watch,potential_manipulation,none,0.2782703488372093,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0009:heuristic (100.0%)
cluster_0134,3,3,0,3,2026-02-18T17:17:00-08:00,2026-02-18T19:37:00-08:00,140.0,3,watch,potential_manipulation,none,0.277139857881137,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0134:heuristic (100.0%)
cluster_0110,3,4,1,3,2026-02-20T09:16:00-08:00,2026-02-20T12:44:00-08:00,208.0,4,watch,potential_manipulation,none,0.271765180878553,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0110:heuristic (100.0%)
cluster_1223,2,2,0,2,2026-02-23T11:16:00-08:00,2026-02-23T11:17:00-08:00,1.0,2,watch,potential_manipulation,none,0.26425064599483206,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1223:heuristic (100.0%)
cluster_1240,2,2,0,2,2026-02-18T20:09:00-08:00,2026-02-18T20:10:00-08:00,1.0,2,watch,potential_manipulation,none,0.26425064599483206,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1240:heuristic (100.0%)
cluster_1423,2,2,0,2,2026-02-20T07:22:00-08:00,2026-02-20T07:23:00-08:00,1.0,2,watch,potential_manipulation,none,0.26425064599483206,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1423:heuristic (100.0%)
cluster_1535,2,2,0,2,2026-02-23T09:43:00-08:00,2026-02-23T09:44:00-08:00,1.0,2,watch,potential_manipulation,none,0.26425064599483206,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1535:heuristic (100.0%)
cluster_1549,2,2,0,2,2026-02-21T16:15:00-08:00,2026-02-21T16:16:00-08:00,1.0,2,watch,potential_manipulation,none,0.26425064599483206,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1549:heuristic (100.0%)
cluster_1802,2,2,0,2,2026-02-20T09:58:00-08:00,2026-02-20T09:59:00-08:00,1.0,2,watch,potential_manipulation,none,0.26425064599483206,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1802:heuristic (100.0%)
cluster_0385,2,2,0,2,2026-02-19T11:26:00-08:00,2026-02-19T11:28:00-08:00,2.0,2,watch,potential_manipulation,none,0.26411175710594315,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0385:heuristic (100.0%)
cluster_0551,2,2,0,2,2026-02-18T21:30:00-08:00,2026-02-18T21:32:00-08:00,2.0,2,watch,potential_manipulation,none,0.26411175710594315,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0551:heuristic (100.0%)
cluster_1283,2,2,0,2,2026-02-19T08:44:00-08:00,2026-02-19T08:46:00-08:00,2.0,2,watch,potential_manipulation,none,0.26411175710594315,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1283:heuristic (100.0%)
cluster_1422,2,2,0,2,2026-02-20T07:17:00-08:00,2026-02-20T07:19:00-08:00,2.0,2,watch,potential_manipulation,none,0.26411175710594315,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1422:heuristic (100.0%)
cluster_1424,2,2,0,2,2026-02-20T07:22:00-08:00,2026-02-20T07:24:00-08:00,2.0,2,watch,potential_manipulation,none,0.26411175710594315,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1424:heuristic (100.0%)
cluster_2037,2,2,0,2,2026-02-21T10:01:00-08:00,2026-02-21T10:03:00-08:00,2.0,2,watch,potential_manipulation,none,0.26411175710594315,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_2037:heuristic (100.0%)
cluster_2040,2,2,0,2,2026-02-22T11:17:00-08:00,2026-02-22T11:19:00-08:00,2.0,2,watch,potential_manipulation,none,0.26411175710594315,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_2040:heuristic (100.0%)
cluster_0628,2,2,0,2,2026-02-19T16:35:00-08:00,2026-02-19T16:39:00-08:00,4.0,2,watch,potential_manipulation,none,0.2638339793281654,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0628:heuristic (100.0%)
cluster_0539,2,2,0,2,2026-02-21T13:40:00-08:00,2026-02-21T13:45:00-08:00,5.0,2,watch,potential_manipulation,none,0.2636950904392765,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0539:heuristic (100.0%)
cluster_0767,2,2,0,2,2026-02-19T09:16:00-08:00,2026-02-19T09:22:00-08:00,6.0,2,watch,potential_manipulation,none,0.2635562015503876,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0767:heuristic (100.0%)
cluster_0824,2,2,0,2,2026-02-18T17:25:00-08:00,2026-02-18T17:32:00-08:00,7.0,2,watch,potential_manipulation,none,0.2634173126614987,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0824:heuristic (100.0%)
cluster_0569,2,2,0,2,2026-02-19T16:34:00-08:00,2026-02-19T16:42:00-08:00,8.0,2,watch,potential_manipulation,none,0.2632784237726098,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0569:heuristic (100.0%)
cluster_0568,2,2,0,2,2026-02-18T20:42:00-08:00,2026-02-18T20:51:00-08:00,9.0,2,watch,potential_manipulation,none,0.26313953488372094,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0568:heuristic (100.0%)
cluster_0591,2,2,0,2,2026-02-19T14:52:00-08:00,2026-02-19T15:03:00-08:00,11.0,2,watch,potential_manipulation,none,0.2628617571059432,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0591:heuristic (100.0%)
cluster_1149,2,2,0,2,2026-02-19T13:08:00-08:00,2026-02-19T13:21:00-08:00,13.0,2,watch,potential_manipulation,none,0.26258397932816535,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1149:heuristic (100.0%)
cluster_1291,2,2,0,2,2026-02-21T10:31:00-08:00,2026-02-21T10:49:00-08:00,18.0,2,watch,potential_manipulation,none,0.2618895348837209,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1291:heuristic (100.0%)
cluster_1475,2,2,0,2,2026-02-20T16:22:00-08:00,2026-02-20T16:40:00-08:00,18.0,2,watch,potential_manipulation,none,0.2618895348837209,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1475:heuristic (100.0%)
cluster_1564,2,2,0,2,2026-02-19T10:06:00-08:00,2026-02-19T10:25:00-08:00,19.0,2,watch,potential_manipulation,none,0.26175064599483205,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1564:heuristic (100.0%)
cluster_0613,2,2,0,2,2026-02-19T10:42:00-08:00,2026-02-19T11:02:00-08:00,20.0,2,watch,potential_manipulation,none,0.2616117571059432,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0613:heuristic (100.0%)
cluster_0757,2,2,0,2,2026-02-18T19:27:00-08:00,2026-02-18T19:47:00-08:00,20.0,2,watch,potential_manipulation,none,0.2616117571059432,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0757:heuristic (100.0%)
cluster_1585,2,2,0,2,2026-02-21T11:24:00-08:00,2026-02-21T11:44:00-08:00,20.0,2,watch,potential_manipulation,none,0.2616117571059432,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1585:heuristic (100.0%)
cluster_0614,2,3,0,3,2026-02-19T16:07:00-08:00,2026-02-19T16:57:00-08:00,50.0,3,watch,potential_manipulation,none,0.26151485788113693,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0614:heuristic (100.0%)
cluster_1173,2,2,0,1,2026-02-20T11:04:00-08:00,2026-02-20T11:26:00-08:00,22.0,2,watch,potential_manipulation,none,0.2613339793281654,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1173:heuristic (100.0%)
cluster_1215,2,2,1,1,2026-02-21T08:08:00-08:00,2026-02-21T08:31:00-08:00,23.0,2,watch,potential_manipulation,none,0.26119509043927647,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1215:heuristic (100.0%)
cluster_1378,2,2,0,2,2026-02-19T21:54:00-08:00,2026-02-19T22:17:00-08:00,23.0,2,watch,potential_manipulation,none,0.26119509043927647,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1378:heuristic (100.0%)
cluster_1398,2,2,0,2,2026-02-21T12:13:00-08:00,2026-02-21T12:37:00-08:00,24.0,2,watch,potential_manipulation,none,0.26105620155038756,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1398:heuristic (100.0%)
cluster_0739,2,2,0,2,2026-02-21T13:29:00-08:00,2026-02-21T13:54:00-08:00,25.0,2,watch,potential_manipulation,none,0.2609173126614987,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0739:heuristic (100.0%)
cluster_1662,2,2,0,2,2026-02-21T11:35:00-08:00,2026-02-21T12:01:00-08:00,26.0,2,watch,potential_manipulation,none,0.26077842377260985,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1662:heuristic (100.0%)
cluster_1247,2,2,0,2,2026-02-23T08:12:00-08:00,2026-02-23T08:40:00-08:00,28.0,2,watch,potential_manipulation,none,0.260500645994832,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1247:heuristic (100.0%)
cluster_1377,2,2,0,2,2026-02-20T17:45:00-08:00,2026-02-20T18:14:00-08:00,29.0,2,watch,potential_manipulation,none,0.2603617571059431,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1377:heuristic (100.0%)
cluster_1771,2,2,0,2,2026-02-22T19:35:00-08:00,2026-02-22T20:08:00-08:00,33.0,2,watch,potential_manipulation,none,0.2598062015503876,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1771:heuristic (100.0%)
cluster_1848,2,2,0,2,2026-02-20T10:11:00-08:00,2026-02-20T10:45:00-08:00,34.0,2,watch,potential_manipulation,none,0.2596673126614987,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1848:heuristic (100.0%)
cluster_0566,2,2,0,2,2026-02-19T14:44:00-08:00,2026-02-19T15:19:00-08:00,35.0,2,watch,potential_manipulation,none,0.2595284237726098,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0566:heuristic (100.0%)
cluster_0995,2,2,0,2,2026-02-18T19:07:00-08:00,2026-02-18T19:42:00-08:00,35.0,2,watch,potential_manipulation,none,0.2595284237726098,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0995:heuristic (100.0%)
cluster_0012,6,22,1,21,2026-02-18T16:34:00-08:00,2026-02-23T12:03:00-08:00,6929.0,22,watch,potential_manipulation,none,0.2582848837209302,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0012:heuristic (100.0%)
cluster_0010,7,15,1,14,2026-02-18T16:24:00-08:00,2026-02-23T09:28:00-08:00,6784.0,15,watch,potential_manipulation,none,0.257921511627907,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0010:heuristic (100.0%)
cluster_2036,2,2,0,2,2026-02-21T09:27:00-08:00,2026-02-21T10:15:00-08:00,48.0,2,watch,potential_manipulation,none,0.25772286821705426,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_2036:heuristic (100.0%)
cluster_1097,2,3,0,3,2026-02-18T17:30:00-08:00,2026-02-18T18:49:00-08:00,79.0,3,watch,potential_manipulation,none,0.2574870801033592,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1097:heuristic (100.0%)
cluster_1427,2,2,0,2,2026-02-20T09:44:00-08:00,2026-02-20T10:35:00-08:00,51.0,2,watch,potential_manipulation,none,0.25730620155038764,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1427:heuristic (100.0%)
cluster_1952,2,2,0,2,2026-02-23T10:39:00-08:00,2026-02-23T11:30:00-08:00,51.0,2,watch,potential_manipulation,none,0.25730620155038764,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1952:heuristic (100.0%)
cluster_1096,2,2,0,2,2026-02-20T19:41:00-08:00,2026-02-20T20:33:00-08:00,52.0,2,watch,potential_manipulation,none,0.2571673126614987,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1096:heuristic (100.0%)
cluster_1474,2,2,0,2,2026-02-18T19:47:00-08:00,2026-02-18T20:40:00-08:00,53.0,2,watch,potential_manipulation,none,0.2570284237726098,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1474:heuristic (100.0%)
cluster_1200,2,2,0,2,2026-02-23T11:13:00-08:00,2026-02-23T12:07:00-08:00,54.0,2,watch,potential_manipulation,none,0.2568895348837209,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1200:heuristic (100.0%)
cluster_0565,2,2,0,2,2026-02-19T19:22:00-08:00,2026-02-19T20:18:00-08:00,56.0,2,watch,potential_manipulation,none,0.2566117571059432,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0565:heuristic (100.0%)
cluster_0768,2,2,0,2,2026-02-19T11:29:00-08:00,2026-02-19T12:27:00-08:00,58.0,2,watch,potential_manipulation,none,0.2563339793281654,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0768:heuristic (100.0%)
cluster_1622,2,2,0,2,2026-02-20T09:49:00-08:00,2026-02-20T10:48:00-08:00,59.0,2,watch,potential_manipulation,none,0.25619509043927646,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1622:heuristic (100.0%)
cluster_0752,2,2,0,2,2026-02-23T11:49:00-08:00,2026-02-23T12:51:00-08:00,62.0,2,watch,potential_manipulation,none,0.25577842377260984,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0752:heuristic (100.0%)
cluster_0522,2,2,0,2,2026-02-21T07:17:00-08:00,2026-02-21T08:21:00-08:00,64.0,2,watch,potential_manipulation,none,0.255500645994832,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0522:heuristic (100.0%)
cluster_1403,2,2,0,2,2026-02-22T17:08:00-08:00,2026-02-22T18:12:00-08:00,64.0,2,watch,potential_manipulation,none,0.255500645994832,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1403:heuristic (100.0%)
cluster_0643,2,2,0,2,2026-02-22T14:43:00-08:00,2026-02-22T15:48:00-08:00,65.0,2,watch,potential_manipulation,none,0.25536175710594317,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0643:heuristic (100.0%)
cluster_0798,2,2,0,2,2026-02-20T21:50:00-08:00,2026-02-20T22:56:00-08:00,66.0,2,watch,potential_manipulation,none,0.2552228682170543,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0798:heuristic (100.0%)
cluster_1309,2,2,1,1,2026-02-18T17:52:00-08:00,2026-02-18T18:58:00-08:00,66.0,2,watch,potential_manipulation,none,0.2552228682170543,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1309:heuristic (100.0%)
cluster_2024,2,2,0,2,2026-02-19T09:50:00-08:00,2026-02-19T10:56:00-08:00,66.0,2,watch,potential_manipulation,none,0.2552228682170543,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_2024:heuristic (100.0%)
cluster_1801,2,2,1,1,2026-02-19T22:09:00-08:00,2026-02-19T23:18:00-08:00,69.0,2,watch,potential_manipulation,none,0.2548062015503876,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1801:heuristic (100.0%)
cluster_0388,2,2,0,2,2026-02-18T19:13:00-08:00,2026-02-18T20:23:00-08:00,70.0,2,watch,potential_manipulation,none,0.25466731266149867,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0388:heuristic (100.0%)
cluster_1207,2,2,0,2,2026-02-19T09:37:00-08:00,2026-02-19T10:49:00-08:00,72.0,2,watch,potential_manipulation,none,0.25438953488372096,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1207:heuristic (100.0%)
cluster_1590,2,2,0,2,2026-02-23T10:24:00-08:00,2026-02-23T11:36:00-08:00,72.0,2,watch,potential_manipulation,none,0.25438953488372096,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1590:heuristic (100.0%)
cluster_1504,2,2,0,2,2026-02-21T14:30:00-08:00,2026-02-21T15:44:00-08:00,74.0,2,watch,potential_manipulation,none,0.25411175710594314,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1504:heuristic (100.0%)
cluster_1320,2,2,0,2,2026-02-22T22:23:00-08:00,2026-02-22T23:41:00-08:00,78.0,2,watch,potential_manipulation,none,0.2535562015503876,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1320:heuristic (100.0%)
cluster_0673,2,2,0,2,2026-02-19T12:01:00-08:00,2026-02-19T13:20:00-08:00,79.0,2,watch,potential_manipulation,none,0.2534173126614987,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0673:heuristic (100.0%)
cluster_0813,2,2,0,2,2026-02-18T19:53:00-08:00,2026-02-18T21:15:00-08:00,82.0,2,watch,potential_manipulation,none,0.2530006459948321,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0813:heuristic (100.0%)
cluster_0387,2,2,0,2,2026-02-19T10:37:00-08:00,2026-02-19T12:04:00-08:00,87.0,2,watch,potential_manipulation,none,0.25230620155038763,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0387:heuristic (100.0%)
cluster_0394,2,2,0,2,2026-02-19T09:28:00-08:00,2026-02-19T10:57:00-08:00,89.0,2,watch,potential_manipulation,none,0.2520284237726098,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0394:heuristic (100.0%)
cluster_1290,2,3,0,3,2026-02-19T11:50:00-08:00,2026-02-19T13:50:00-08:00,120.0,3,watch,potential_manipulation,none,0.25179263565891474,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1290:heuristic (100.0%)
cluster_0631,2,2,0,2,2026-02-20T18:19:00-08:00,2026-02-20T19:52:00-08:00,93.0,2,watch,potential_manipulation,none,0.2514728682170543,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0631:heuristic (100.0%)
cluster_1081,2,2,0,2,2026-02-19T10:26:00-08:00,2026-02-19T12:00:00-08:00,94.0,2,watch,potential_manipulation,none,0.25133397932816537,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1081:heuristic (100.0%)
cluster_0571,2,2,0,2,2026-02-19T11:19:00-08:00,2026-02-19T12:57:00-08:00,98.0,2,watch,potential_manipulation,none,0.25077842377260984,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_0571:heuristic (100.0%)
cluster_1798,2,2,0,2,2026-02-19T09:45:00-08:00,2026-02-19T11:25:00-08:00,100.0,2,watch,potential_manipulation,none,0.250500645994832,True,"[""heuristic_only"", ""low_power"", ""low_support_n""]","[""heuristic""]",duplicates_near,duplicates_near (100.0%),cluster:cluster_1798:heuristic (100.0%)
